Time (UTCG),Power (W),Solar Intensity,Effective Area (m^2),Irradiance (W/m^2)
All,,,,
00:09:12.0,7.456,1,0.019669,1353.834533
00:09:13.0,7.447,1,0.019646,1353.783395
00:09:14.0,7.439,1,0.019624,1353.845146
00:09:15.0,7.432,1,0.019606,1353.812973
00:09:16.0,7.426,1,0.019589,1353.893949
00:09:17.0,7.417,1,0.019565,1353.911869
00:09:18.0,7.408,1,0.019541,1353.929833
00:09:19.0,7.403,1,0.019529,1353.847392
00:09:20.0,7.397,1,0.019513,1353.859332
00:09:21.0,7.387,1,0.019487,1353.832958
00:09:22.0,7.381,1,0.01947,1353.914447
00:09:23.0,7.375,1,0.019456,1353.7873
00:09:24.0,7.366,1,0.019433,1353.735546
00:09:25.0,7.359,1,0.019414,1353.772682
00:09:26.0,7.352,1,0.019394,1353.879698
00:09:27.0,7.343,1,0.01937,1353.89778
00:09:28.0,7.334,1,0.019348,1353.775953
00:09:29.0,7.325,1,0.019324,1353.79395
00:09:30.0,7.317,1,0.019303,1353.786606
00:09:31.0,7.312,1,0.019288,1353.91361
00:09:32.0,7.304,1,0.019269,1353.765856
00:09:33.0,7.296,1,0.019248,1353.758461
00:09:34.0,7.292,1,0.019235,1353.930707
00:09:35.0,7.283,1,0.019211,1353.949002
00:09:36.0,7.277,1,0.019197,1353.820165
00:09:37.0,7.269,1,0.019177,1353.742206
00:09:38.0,7.263,1,0.01916,1353.824933
00:09:39.0,7.257,1,0.019144,1353.837084
00:09:40.0,7.249,1,0.019123,1353.829719
00:09:41.0,7.242,1,0.019104,1353.867552
00:09:42.0,7.234,1,0.019083,1353.860205
00:09:43.0,7.226,1,0.019062,1353.852841
00:09:44.0,7.219,1,0.019044,1353.819726
00:09:45.0,7.212,1,0.019024,1353.928872
00:09:46.0,7.202,1,0.018998,1353.901914
00:09:47.0,7.191,1,0.018971,1353.757992
00:09:48.0,7.184,1,0.018953,1353.724627
00:09:49.0,7.178,1,0.018935,1353.879814
00:09:50.0,7.171,1,0.018916,1353.918074
00:09:51.0,7.163,1,0.018896,1353.839059
00:09:52.0,7.153,1,0.01887,1353.811795
00:09:53.0,7.148,1,0.018856,1353.869932
00:09:54.0,7.138,1,0.01883,1353.842652
00:09:55.0,7.13,1,0.01881,1353.763196
00:09:56.0,7.122,1,0.018789,1353.755617
00:09:57.0,7.118,1,0.018777,1353.859965
00:09:58.0,7.11,1,0.018756,1353.852481
00:09:59.0,7.1,1,0.01873,1353.825032
00:10:00.0,7.091,1,0.018706,1353.843687
00:10:01.0,7.084,1,0.018688,1353.809932
00:10:02.0,7.077,1,0.018668,1353.921148
00:10:03.0,7.068,1,0.018646,1353.794763
00:10:04.0,7.059,1,0.018623,1353.740766
00:10:05.0,7.055,1,0.01861,1353.918784
00:10:06.0,7.046,1,0.018588,1353.792001
00:10:07.0,7.029,1,0.018543,1353.803129
00:10:08.0,7.03,1,0.018546,1353.77671
00:10:09.0,7.03,1,0.018544,1353.922717
00:10:10.0,7.032,1,0.018551,1353.796869
00:10:11.0,7.047,1,0.018589,1353.911299
00:10:12.0,7.051,1,0.018601,1353.805863
00:10:13.0,7.056,1,0.018615,1353.746978
00:10:14.0,7.064,1,0.018634,1353.899937
00:10:15.0,7.069,1,0.018647,1353.91369
00:10:16.0,7.072,1,0.018657,1353.76228
00:10:17.0,7.076,1,0.018668,1353.729836
00:10:18.0,7.084,1,0.018686,1353.954832
00:10:19.0,7.089,1,0.0187,1353.896104
00:10:20.0,7.093,1,0.018711,1353.863655
00:10:21.0,7.098,1,0.018723,1353.949688
00:10:22.0,7.105,1,0.018742,1353.911002
00:10:23.0,7.111,1,0.018759,1353.826354
00:10:24.0,7.117,1,0.018774,1353.886073
00:10:25.0,7.124,1,0.018793,1353.847557
00:10:26.0,7.13,1,0.018809,1353.83517
00:10:27.0,7.136,1,0.018826,1353.750892
00:10:28.0,7.14,1,0.018835,1353.86249
00:10:29.0,7.145,1,0.018847,1353.947957
00:10:30.0,7.151,1,0.018865,1353.791981
00:10:31.0,7.155,1,0.018874,1353.903329
00:10:32.0,7.16,1,0.018889,1353.773549
00:10:33.0,7.164,1,0.018899,1353.813127
00:10:34.0,7.169,1,0.018912,1353.826746
00:10:35.0,7.176,1,0.01893,1353.860086
00:10:36.0,7.182,1,0.018947,1353.776323
00:10:37.0,7.186,1,0.018958,1353.744367
00:10:38.0,7.194,1,0.018978,1353.823224
00:10:39.0,7.201,1,0.018997,1353.785184
00:10:40.0,7.208,1,0.019014,1353.889615
00:10:41.0,7.212,1,0.019026,1353.786548
00:10:42.0,7.214,1,0.019032,1353.735063
00:10:43.0,7.222,1,0.019052,1353.813623
00:10:44.0,7.225,1,0.01906,1353.807525
00:10:45.0,7.229,1,0.01907,1353.84673
00:10:46.0,7.235,1,0.019085,1353.905461
00:10:47.0,7.24,1,0.019099,1353.847995
00:10:48.0,7.244,1,0.019111,1353.745412
00:10:49.0,7.251,1,0.019128,1353.849256
00:10:50.0,7.256,1,0.019141,1353.862688
00:10:51.0,7.263,1,0.01916,1353.824933
00:10:52.0,7.27,1,0.019178,1353.857843
00:10:53.0,7.276,1,0.019194,1353.845696
00:10:54.0,7.279,1,0.019203,1353.769128
00:10:55.0,7.285,1,0.019219,1353.757071
00:10:56.0,7.289,1,0.019228,1353.866385
00:10:57.0,7.294,1,0.019242,1353.809375
00:10:58.0,7.297,1,0.01925,1353.80334
00:10:59.0,7.3,1,0.019257,1353.86761
00:11:00.0,7.306,1,0.019273,1353.855505
00:11:01.0,7.308,1,0.019279,1353.804658
00:11:02.0,7.315,1,0.019296,1353.907546
00:11:03.0,7.321,1,0.019312,1353.895431
00:11:04.0,7.327,1,0.01933,1353.743256
00:11:05.0,7.335,1,0.019349,1353.890567
00:11:06.0,7.339,1,0.019361,1353.789282
00:11:07.0,7.344,1,0.019374,1353.802593
00:11:08.0,7.35,1,0.019389,1353.860436
00:11:09.0,7.356,1,0.019404,1353.918191
00:11:10.0,7.36,1,0.019416,1353.817176
00:11:11.0,7.362,1,0.019421,1353.836422
00:11:12.0,7.365,1,0.019429,1353.83043
00:11:13.0,7.37,1,0.019442,1353.843667
00:11:14.0,7.373,1,0.01945,1353.837679
00:11:15.0,7.376,1,0.019459,1353.762123
00:11:16.0,7.383,1,0.019477,1353.794586
00:11:17.0,7.388,1,0.01949,1353.807814
00:11:18.0,7.394,1,0.019506,1353.795902
00:11:19.0,7.401,1,0.019524,1353.828255
00:11:20.0,7.406,1,0.019536,1353.910729
00:11:21.0,7.413,1,0.019556,1353.804459
00:11:22.0,7.418,1,0.019568,1353.886812
00:11:23.0,7.421,1,0.019577,1353.811689
00:11:24.0,7.427,1,0.019594,1353.730734
00:11:25.0,7.431,1,0.019603,1353.837969
00:11:26.0,7.436,1,0.019616,1353.851084
00:11:27.0,7.438,1,0.019621,1353.870125
00:11:28.0,7.445,1,0.019639,1353.902221
00:11:29.0,7.45,1,0.019654,1353.777493
00:11:30.0,7.456,1,0.019668,1353.903367
00:11:31.0,7.46,1,0.01968,1353.803717
00:11:32.0,7.465,1,0.019692,1353.885552
00:11:33.0,7.47,1,0.019707,1353.761173
00:11:34.0,7.476,1,0.019723,1353.74943
00:11:35.0,7.483,1,0.01974,1353.850051
00:11:36.0,7.486,1,0.019749,1353.775598
00:11:37.0,7.491,1,0.019761,1353.857165
00:11:38.0,7.496,1,0.019776,1353.733241
00:11:39.0,7.501,1,0.019788,1353.814722
00:11:40.0,7.502,1,0.019791,1353.789962
00:11:41.0,7.506,1,0.019802,1353.759361
00:11:42.0,7.51,1,0.019813,1353.728793
00:11:43.0,7.516,1,0.019827,1353.853692
00:11:44.0,7.518,1,0.019832,1353.872529
00:11:45.0,7.521,1,0.019841,1353.798412
00:11:46.0,7.528,1,0.019859,1353.830217
00:11:47.0,7.534,1,0.019876,1353.750395
00:11:48.0,7.539,1,0.019888,1353.831456
00:11:49.0,7.542,1,0.019896,1353.825607
00:11:50.0,7.547,1,0.019908,1353.906542
00:11:51.0,7.552,1,0.019921,1353.91941
00:11:52.0,7.555,1,0.01993,1353.845602
00:11:53.0,7.556,1,0.019933,1353.821015
00:11:54.0,7.56,1,0.019944,1353.790614
00:11:55.0,7.565,1,0.019956,1353.871374
00:11:56.0,7.57,1,0.019971,1353.74865
00:11:57.0,7.572,1,0.019974,1353.902931
00:11:58.0,7.579,1,0.019993,1353.86671
00:11:59.0,7.585,1,0.02001,1353.787392
00:12:00.0,7.594,1,0.020033,1353.837597
00:12:01.0,7.596,1,0.020038,1353.856245
00:12:02.0,7.602,1,0.020055,1353.777113
00:12:03.0,7.608,1,0.020069,1353.900472
00:12:04.0,7.613,1,0.020083,1353.845826
00:12:05.0,7.616,1,0.02009,1353.907417
00:12:06.0,7.622,1,0.020108,1353.761119
00:12:07.0,7.627,1,0.02012,1353.841238
00:12:08.0,7.63,1,0.020129,1353.768195
00:12:09.0,7.637,1,0.020146,1353.866773
00:12:10.0,7.643,1,0.020161,1353.922354
00:12:11.0,7.648,1,0.020175,1353.867941
00:12:12.0,7.651,1,0.020184,1353.795085
00:12:13.0,7.658,1,0.020201,1353.893372
00:12:14.0,7.661,1,0.020211,1353.753614
00:12:15.0,7.666,1,0.020223,1353.83333
00:12:16.0,7.667,1,0.020225,1353.876037
00:12:17.0,7.673,1,0.020241,1353.864504
00:12:18.0,7.674,1,0.020244,1353.840291
00:12:19.0,7.678,1,0.020254,1353.877188
00:12:20.0,7.681,1,0.020263,1353.804612
00:12:21.0,7.687,1,0.020279,1353.793157
00:12:22.0,7.691,1,0.020289,1353.830013
00:12:23.0,7.696,1,0.020303,1353.776008
00:12:24.0,7.701,1,0.020316,1353.78871
00:12:25.0,7.708,1,0.020333,1353.886363
00:12:26.0,7.711,1,0.020343,1353.747516
00:12:27.0,7.716,1,0.020354,1353.893233
00:12:28.0,7.72,1,0.020365,1353.863421
00:12:29.0,7.721,1,0.020368,1353.839356
00:12:30.0,7.724,1,0.020377,1353.767203
00:12:31.0,7.726,1,0.020382,1353.785553
00:12:32.0,7.73,1,0.020392,1353.822227
00:12:33.0,7.733,1,0.020401,1353.750166
00:12:34.0,7.739,1,0.020416,1353.805139
00:12:35.0,7.744,1,0.02043,1353.751486
00:12:36.0,7.749,1,0.020442,1353.830349
00:12:37.0,7.756,1,0.020461,1353.795025
00:12:38.0,7.763,1,0.020478,1353.891982
00:12:39.0,7.768,1,0.020493,1353.772368
00:12:40.0,7.771,1,0.020501,1353.766715
00:12:41.0,7.777,1,0.020515,1353.887399
00:12:42.0,7.778,1,0.020518,1353.863507
00:12:43.0,7.782,1,0.020528,1353.8999
00:12:44.0,7.785,1,0.020538,1353.762364
00:12:45.0,7.789,1,0.020547,1353.864659
00:12:46.0,7.792,1,0.020556,1353.793123
00:12:47.0,7.794,1,0.020561,1353.811307
00:12:48.0,7.801,1,0.020578,1353.907779
00:12:49.0,7.802,1,0.020583,1353.752403
00:12:50.0,7.807,1,0.020595,1353.83068
00:12:51.0,7.814,1,0.020613,1353.861294
00:12:52.0,7.818,1,0.020624,1353.831874
00:12:53.0,7.822,1,0.020635,1353.802485
00:12:54.0,7.828,1,0.020652,1353.725686
00:12:55.0,7.83,1,0.020655,1353.874883
00:12:56.0,7.831,1,0.020659,1353.785621
00:12:57.0,7.836,1,0.020672,1353.798098
00:12:58.0,7.838,1,0.020677,1353.816179
00:12:59.0,7.843,1,0.02069,1353.828627
00:13:00.0,7.844,1,0.020693,1353.804944
00:13:01.0,7.848,1,0.020703,1353.841058
00:13:02.0,7.852,1,0.020714,1353.811777
00:13:03.0,7.858,1,0.020728,1353.93119
00:13:04.0,7.859,1,0.020734,1353.71164
00:13:05.0,7.865,1,0.020747,1353.89626
00:13:06.0,7.867,1,0.020754,1353.78378
00:13:07.0,7.872,1,0.020767,1353.796201
00:13:08.0,7.875,1,0.020776,1353.725452
00:13:09.0,7.878,1,0.020782,1353.850173
00:13:10.0,7.88,1,0.020788,1353.803018
00:13:11.0,7.882,1,0.020794,1353.755891
00:13:12.0,7.889,1,0.020811,1353.851329
00:13:13.0,7.892,1,0.020819,1353.845732
00:13:14.0,7.895,1,0.020827,1353.840139
00:13:15.0,7.9,1,0.02084,1353.852481
00:13:16.0,7.902,1,0.020847,1353.740518
00:13:17.0,7.908,1,0.020862,1353.794322
00:13:18.0,7.91,1,0.020868,1353.747364
00:13:19.0,7.914,1,0.020877,1353.848049
00:13:20.0,7.92,1,0.020893,1353.836897
00:13:21.0,7.923,1,0.0209,1353.896104
00:13:22.0,7.923,1,0.0209,1353.896104
00:13:23.0,7.928,1,0.020913,1353.908369
00:13:24.0,7.933,1,0.020927,1353.855921
00:13:25.0,7.939,1,0.020944,1353.780148
00:13:26.0,7.941,1,0.020949,1353.797999
00:13:27.0,7.941,1,0.02095,1353.733379
00:13:28.0,7.947,1,0.020965,1353.786924
00:13:29.0,7.952,1,0.020978,1353.799218
00:13:30.0,7.954,1,0.020982,1353.881558
00:13:31.0,7.956,1,0.020988,1353.834844
00:13:32.0,7.957,1,0.020992,1353.747006
00:13:33.0,7.962,1,0.021005,1353.759309
00:13:34.0,7.967,1,0.021018,1353.771597
00:13:35.0,7.968,1,0.021019,1353.877104
00:13:36.0,7.972,1,0.021032,1353.719502
00:13:37.0,7.978,1,0.021047,1353.772849
00:13:38.0,7.982,1,0.021058,1353.744081
00:13:39.0,7.984,1,0.021062,1353.826119
00:13:40.0,7.985,1,0.021066,1353.73859
00:13:41.0,7.99,1,0.021079,1353.750856
00:13:42.0,7.994,1,0.021089,1353.786334
00:13:43.0,7.995,1,0.021092,1353.763106
00:13:44.0,7.998,1,0.021099,1353.821779
00:13:45.0,8,1,0.021105,1353.775341
00:13:46.0,8.006,1,0.02112,1353.828463
00:13:47.0,8.012,1,0.021136,1353.817454
00:13:48.0,8.012,1,0.021136,1353.817454
00:13:49.0,8.016,1,0.021146,1353.852806
00:13:50.0,8.022,1,0.021163,1353.77782
00:13:51.0,8.027,1,0.021175,1353.853938
00:13:52.0,8.029,1,0.021181,1353.807658
00:13:53.0,8.027,1,0.021175,1353.853938
00:13:54.0,8.03,1,0.021185,1353.720624
00:13:55.0,8.038,1,0.021204,1353.855068
00:13:56.0,8.039,1,0.021209,1353.70429
00:13:57.0,8.043,1,0.021217,1353.867182
00:13:58.0,8.044,1,0.02122,1353.844082
00:13:59.0,8.05,1,0.021236,1353.833114
00:14:00.0,8.058,1,0.021258,1353.776057
00:14:01.0,8.062,1,0.021267,1353.874883
00:14:02.0,8.064,1,0.021273,1353.828797
00:14:03.0,8.066,1,0.021279,1353.782737
00:14:04.0,8.076,1,0.021306,1353.743412
00:14:05.0,8.076,1,0.021304,1353.870501
00:14:06.0,8.075,1,0.021302,1353.829956
00:14:07.0,8.077,1,0.021308,1353.783958
00:14:08.0,8.083,1,0.021325,1353.709596
00:14:09.0,8.088,1,0.021336,1353.848626
00:14:10.0,8.089,1,0.021338,1353.889105
00:14:11.0,8.092,1,0.021347,1353.820209
00:14:12.0,8.096,1,0.021358,1353.791821
00:14:13.0,8.104,1,0.021379,1353.798454
00:14:14.0,8.11,1,0.021395,1353.787601
00:14:15.0,8.112,1,0.0214,1353.805073
00:14:16.0,8.114,1,0.021405,1353.822538
00:14:17.0,8.121,1,0.021423,1353.852002
00:14:18.0,8.124,1,0.021431,1353.846564
00:14:19.0,8.123,1,0.021428,1353.869437
00:14:20.0,8.123,1,0.021429,1353.806257
00:14:21.0,8.128,1,0.021442,1353.818274
00:14:22.0,8.134,1,0.021459,1353.74435
00:14:23.0,8.137,1,0.021465,1353.865096
00:14:24.0,8.139,1,0.021472,1353.756387
00:14:25.0,8.142,1,0.021478,1353.877057
00:14:26.0,8.15,1,0.0215,1353.820598
00:14:27.0,8.154,1,0.02151,1353.85535
00:14:28.0,8.157,1,0.02152,1353.72411
00:14:29.0,8.157,1,0.021518,1353.849933
00:14:30.0,8.159,1,0.021525,1353.741497
00:14:31.0,8.166,1,0.021542,1353.833707
00:14:32.0,8.169,1,0.021551,1353.765487
00:14:33.0,8.171,1,0.021556,1353.782838
00:14:34.0,8.172,1,0.021559,1353.760113
00:14:35.0,8.18,1,0.021578,1353.892192
00:14:36.0,8.184,1,0.021589,1353.864071
00:14:37.0,8.188,1,0.0216,1353.835979
00:14:38.0,8.187,1,0.021598,1353.795986
00:14:39.0,8.192,1,0.021611,1353.807915
00:14:40.0,8.197,1,0.021623,1353.88244
00:14:41.0,8.197,1,0.021623,1353.88244
00:14:42.0,8.198,1,0.021626,1353.859772
00:14:43.0,8.199,1,0.021629,1353.83711
00:14:44.0,8.205,1,0.021644,1353.888904
00:14:45.0,8.208,1,0.021654,1353.758461
00:14:46.0,8.211,1,0.02166,1353.878116
00:14:47.0,8.215,1,0.021672,1353.787639
00:14:48.0,8.221,1,0.021686,1353.901793
00:14:49.0,8.222,1,0.021691,1353.754355
00:14:50.0,8.227,1,0.021703,1353.828635
00:14:51.0,8.23,1,0.021711,1353.823276
00:14:52.0,8.232,1,0.021716,1353.840486
00:14:53.0,8.234,1,0.021721,1353.857689
00:14:54.0,8.239,1,0.021736,1353.744939
00:14:55.0,8.241,1,0.02174,1353.824418
00:14:56.0,8.24,1,0.021738,1353.784683
00:14:57.0,8.245,1,0.021751,1353.796541
00:14:58.0,8.249,1,0.021763,1353.706487
00:14:59.0,8.251,1,0.021768,1353.723684
00:15:00.0,8.254,1,0.021775,1353.780548
00:15:01.0,8.258,1,0.021786,1353.752738
00:15:02.0,8.262,1,0.021795,1353.849179
00:15:03.0,8.263,1,0.021798,1353.826694
00:15:04.0,8.267,1,0.021809,1353.79889
00:15:05.0,8.269,1,0.021815,1353.75397
00:15:06.0,8.272,1,0.021822,1353.810702
00:15:07.0,8.276,1,0.021832,1353.844946
00:15:08.0,8.28,1,0.021843,1353.817176
00:15:09.0,8.283,1,0.021852,1353.749902
00:15:10.0,8.286,1,0.021859,1353.806539
00:15:11.0,8.287,1,0.021862,1353.784126
00:15:12.0,8.29,1,0.021869,1353.840727
00:15:13.0,8.29,1,0.021868,1353.902637
00:15:14.0,8.293,1,0.021877,1353.835404
00:15:15.0,8.296,1,0.021885,1353.830086
00:15:16.0,8.301,1,0.021898,1353.841838
00:15:17.0,8.303,1,0.021904,1353.797089
00:15:18.0,8.304,1,0.021907,1353.774723
00:15:19.0,8.308,1,0.021918,1353.747083
00:15:20.0,8.311,1,0.021925,1353.803551
00:15:21.0,8.315,1,0.021936,1353.77592
00:15:22.0,8.32,1,0.021949,1353.787677
00:15:23.0,8.32,1,0.02195,1353.726001
00:15:24.0,8.322,1,0.021954,1353.804709
00:15:25.0,8.324,1,0.02196,1353.760083
00:15:26.0,8.324,1,0.02196,1353.760083
00:15:27.0,8.327,1,0.021967,1353.816439
00:15:28.0,8.333,1,0.021984,1353.744282
00:15:29.0,8.334,1,0.021987,1353.722005
00:15:30.0,8.338,1,0.021996,1353.817577
00:15:31.0,8.337,1,0.021993,1353.839858
00:15:32.0,8.339,1,0.021999,1353.795302
00:15:33.0,8.343,1,0.022009,1353.829278
00:15:34.0,8.348,1,0.022021,1353.902444
00:15:35.0,8.348,1,0.022023,1353.77949
00:15:36.0,8.352,1,0.022033,1353.813436
00:15:37.0,8.352,1,0.022034,1353.751994
00:15:38.0,8.356,1,0.022044,1353.785935
00:15:39.0,8.245,0.986472,0.02205,1353.752501
00:15:40.0,7.492,0.896095,0.022058,1353.691029
00:15:41.0,6.436,0.769459,0.022066,1353.782533
00:15:42.0,5.225,0.624353,0.022076,1353.872214
00:15:43.0,3.947,0.471658,0.022078,1353.699165
00:15:44.0,2.684,0.32059,0.022087,1353.747842
00:15:45.0,1.513,0.180723,0.022089,1353.60333
00:15:46.0,0.54,0.064509,0.022098,1352.889885
00:15:47.0,0,0,0,0
00:15:48.0,0,0,0,0
00:15:49.0,0,0,0,0
00:15:50.0,0,0,0,0
00:15:51.0,0,0,0,0
00:15:52.0,0,0,0,0
00:15:53.0,0,0,0,0
00:15:54.0,0,0,0,0
00:15:55.0,0,0,0,0
00:15:56.0,0,0,0,0
00:15:57.0,0,0,0,0
00:15:58.0,0,0,0,0
00:15:59.0,0,0,0,0
00:16:00.0,0,0,0,0
00:16:01.0,0,0,0,0
00:16:02.0,0,0,0,0
00:16:03.0,0,0,0,0
00:16:04.0,0,0,0,0
00:16:05.0,0,0,0,0
00:16:06.0,0,0,0,0
00:16:07.0,0,0,0,0
00:16:08.0,0,0,0,0
00:16:09.0,0,0,0,0
00:16:10.0,0,0,0,0
00:16:11.0,0,0,0,0
00:16:12.0,0,0,0,0
00:16:13.0,0,0,0,0
00:16:14.0,0,0,0,0
00:16:15.0,0,0,0,0
00:16:16.0,0,0,0,0
00:16:17.0,0,0,0,0
00:16:18.0,0,0,0,0
00:16:19.0,0,0,0,0
00:16:20.0,0,0,0,0
00:16:21.0,0,0,0,0
00:16:22.0,0,0,0,0
00:16:23.0,0,0,0,0
00:16:24.0,0,0,0,0
00:16:25.0,0,0,0,0
00:16:26.0,0,0,0,0
00:16:27.0,0,0,0,0
00:16:28.0,0,0,0,0
00:16:29.0,0,0,0,0
00:16:30.0,0,0,0,0
00:16:31.0,0,0,0,0
00:16:32.0,0,0,0,0
00:16:33.0,0,0,0,0
00:16:34.0,0,0,0,0
00:16:35.0,0,0,0,0
00:16:36.0,0,0,0,0
00:16:37.0,0,0,0,0
00:16:38.0,0,0,0,0
00:16:39.0,0,0,0,0
00:16:40.0,0,0,0,0
00:16:41.0,0,0,0,0
00:16:42.0,0,0,0,0
00:16:43.0,0,0,0,0
00:16:44.0,0,0,0,0
00:16:45.0,0,0,0,0
00:16:46.0,0,0,0,0
00:16:47.0,0,0,0,0
00:16:48.0,0,0,0,0
00:16:49.0,0,0,0,0
00:16:50.0,0,0,0,0
00:16:51.0,0,0,0,0
00:16:52.0,0,0,0,0
00:16:53.0,0,0,0,0
00:16:54.0,0,0,0,0
00:16:55.0,0,0,0,0
00:16:56.0,0,0,0,0
00:16:57.0,0,0,0,0
00:16:58.0,0,0,0,0
00:16:59.0,0,0,0,0
00:17:00.0,0,0,0,0
00:17:01.0,0,0,0,0
00:17:02.0,0,0,0,0
00:17:03.0,0,0,0,0
00:17:04.0,0,0,0,0
00:17:05.0,0,0,0,0
00:17:06.0,0,0,0,0
00:17:07.0,0,0,0,0
00:17:08.0,0,0,0,0
00:17:09.0,0,0,0,0
00:17:10.0,0,0,0,0
00:17:11.0,0,0,0,0
00:17:12.0,0,0,0,0
00:17:13.0,0,0,0,0
00:17:14.0,0,0,0,0
00:17:15.0,0,0,0,0
00:17:16.0,0,0,0,0
00:17:17.0,0,0,0,0
00:17:18.0,0,0,0,0
00:17:19.0,0,0,0,0
00:17:20.0,0,0,0,0
00:17:21.0,0,0,0,0
00:17:22.0,0,0,0,0
00:17:23.0,0,0,0,0
00:17:24.0,0,0,0,0
00:17:25.0,0,0,0,0
00:17:26.0,0,0,0,0
00:17:27.0,0,0,0,0
00:17:28.0,0,0,0,0
00:17:29.0,0,0,0,0
00:17:30.0,0,0,0,0
00:17:31.0,0,0,0,0
00:17:32.0,0,0,0,0
00:17:33.0,0,0,0,0
00:17:34.0,0,0,0,0
00:17:35.0,0,0,0,0
00:17:36.0,0,0,0,0
00:17:37.0,0,0,0,0
00:17:38.0,0,0,0,0
00:17:39.0,0,0,0,0
00:17:40.0,0,0,0,0
00:17:41.0,0,0,0,0
00:17:42.0,0,0,0,0
00:17:43.0,0,0,0,0
00:17:44.0,0,0,0,0
00:17:45.0,0,0,0,0
00:17:46.0,0,0,0,0
00:17:47.0,0,0,0,0
00:17:48.0,0,0,0,0
00:17:49.0,0,0,0,0
00:17:50.0,0,0,0,0
00:17:51.0,0,0,0,0
00:17:52.0,0,0,0,0
00:17:53.0,0,0,0,0
00:17:54.0,0,0,0,0
00:17:55.0,0,0,0,0
00:17:56.0,0,0,0,0
00:17:57.0,0,0,0,0
00:17:58.0,0,0,0,0
00:17:59.0,0,0,0,0
00:18:00.0,0,0,0,0
00:18:01.0,0,0,0,0
00:18:02.0,0,0,0,0
00:18:03.0,0,0,0,0
00:18:04.0,0,0,0,0
00:18:05.0,0,0,0,0
00:18:06.0,0,0,0,0
00:18:07.0,0,0,0,0
00:18:08.0,0,0,0,0
00:18:09.0,0,0,0,0
00:18:10.0,0,0,0,0
00:18:11.0,0,0,0,0
00:18:12.0,0,0,0,0
00:18:13.0,0,0,0,0
00:18:14.0,0,0,0,0
00:18:15.0,0,0,0,0
00:18:16.0,0,0,0,0
00:18:17.0,0,0,0,0
00:18:18.0,0,0,0,0
00:18:19.0,0,0,0,0
00:18:20.0,0,0,0,0
00:18:21.0,0,0,0,0
00:18:22.0,0,0,0,0
00:18:23.0,0,0,0,0
00:18:24.0,0,0,0,0
00:18:25.0,0,0,0,0
00:18:26.0,0,0,0,0
00:18:27.0,0,0,0,0
00:18:28.0,0,0,0,0
00:18:29.0,0,0,0,0
00:18:30.0,0,0,0,0
00:18:31.0,0,0,0,0
00:18:32.0,0,0,0,0
00:18:33.0,0,0,0,0
00:18:34.0,0,0,0,0
00:18:35.0,0,0,0,0
00:18:36.0,0,0,0,0
00:18:37.0,0,0,0,0
00:18:38.0,0,0,0,0
00:18:39.0,0,0,0,0
00:18:40.0,0,0,0,0
00:18:41.0,0,0,0,0
00:18:42.0,0,0,0,0
00:18:43.0,0,0,0,0
00:18:44.0,0,0,0,0
00:18:45.0,0,0,0,0
00:18:46.0,0,0,0,0
00:18:47.0,0,0,0,0
00:18:48.0,0,0,0,0
00:18:49.0,0,0,0,0
00:18:50.0,0,0,0,0
00:18:51.0,0,0,0,0
00:18:52.0,0,0,0,0
00:18:53.0,0,0,0,0
00:18:54.0,0,0,0,0
00:18:55.0,0,0,0,0
00:18:56.0,0,0,0,0
00:18:57.0,0,0,0,0
00:18:58.0,0,0,0,0
00:18:59.0,0,0,0,0
00:19:00.0,0,0,0,0
00:19:01.0,0,0,0,0
00:19:02.0,0,0,0,0
00:19:03.0,0,0,0,0
00:19:04.0,0,0,0,0
00:19:05.0,0,0,0,0
00:19:06.0,0,0,0,0
00:19:07.0,0,0,0,0
00:19:08.0,0,0,0,0
00:19:09.0,0,0,0,0
00:19:10.0,0,0,0,0
00:19:11.0,0,0,0,0
00:19:12.0,0,0,0,0
00:19:13.0,0,0,0,0
00:19:14.0,0,0,0,0
00:19:15.0,0,0,0,0
00:19:16.0,0,0,0,0
00:19:17.0,0,0,0,0
00:19:18.0,0,0,0,0
00:19:19.0,0,0,0,0
00:19:20.0,0,0,0,0
00:19:21.0,0,0,0,0
00:19:22.0,0,0,0,0
00:19:23.0,0,0,0,0
00:19:24.0,0,0,0,0
00:19:25.0,0,0,0,0
00:19:26.0,0,0,0,0
00:19:27.0,0,0,0,0
00:19:28.0,0,0,0,0
00:19:29.0,0,0,0,0
00:19:30.0,0,0,0,0
00:19:31.0,0,0,0,0
00:19:32.0,0,0,0,0
00:19:33.0,0,0,0,0
00:19:34.0,0,0,0,0
00:19:35.0,0,0,0,0
00:19:36.0,0,0,0,0
00:19:37.0,0,0,0,0
00:19:38.0,0,0,0,0
00:19:39.0,0,0,0,0
00:19:40.0,0,0,0,0
00:19:41.0,0,0,0,0
00:19:42.0,0,0,0,0
00:19:43.0,0,0,0,0
00:19:44.0,0,0,0,0
00:19:45.0,0,0,0,0
00:19:46.0,0,0,0,0
00:19:47.0,0,0,0,0
00:19:48.0,0,0,0,0
00:19:49.0,0,0,0,0
00:19:50.0,0,0,0,0
00:19:51.0,0,0,0,0
00:19:52.0,0,0,0,0
00:19:53.0,0,0,0,0
00:19:54.0,0,0,0,0
00:19:55.0,0,0,0,0
00:19:56.0,0,0,0,0
00:19:57.0,0,0,0,0
00:19:58.0,0,0,0,0
00:19:59.0,0,0,0,0
